Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта
Савельев Станислав Владиславович;2112_840834;Дзержинск;Ковров;;;;5_51;527.0;2204244383540407_
Соколова Элина Ярославовна;7183_213198;Воронеж;Ростов-на-Дону;;;227.0;1_4;572.0;5469332770047214_
Колесникова Евгения Арсеньевна;3140_385963;Рузаевка;Москва;;;602.0;2_8;516.0;5469805822637614_
Макарова Фёкла Викторовна;9842_375211;Тольятти;Самара;2017-03-10T06:34;2017-03-10T09:35;11.0;15_33;532.0;2207073202803041_
Зайцева Вера Львовна;9642_800562;Ростов-на-Дону;Москва;2021-08-01T11:18;2021-08-01T23:20;;;680.0;4276634026166332_
Орлов Денис Богданович;;;Саратов;2040-04-02T12:54;;;;534.0;4300166538248542_
Виноградова Дина Аркадьевна;;;Адлер;2017-10-12T13:06;;;30_8;1074.0;5469275741477053_
Белов Прохор Наумович;4535_007255;;;;2015-01-26T00:05;541.0;4_67;562.0;5400576184277212_
Соколова Роза Платоновна;0635_142570;;;;2022-05-20T02:10;502.0;;;5486204838527030_
Якушева Светлана Ефимовна;5542_222110;;;;2021-04-01T17:39;403.0;;;5486121645473258_
Новикова Дина Максимовна;8469_987714;;;;2041-03-30T21:00;597.0;1_14;536.0;2204200168453171_
Николаев Давид Пантелеевич;4275_297524;Иваново;Москва;2013-08-12T15:15;2013-08-12T18:18;726.0;7_32;582.0;4817422270824176_
Афанасьев Серафим Фёдорович;5489_624702;Воронеж;Рязань;;;516.0;1_4;510.0;5100303084701406_
Борисов Лаврентий Эмильевич;9980_147809;Киров;;;;222.0;;;
Богданова Полина Кузьминична;4923_022927;Нижневартовск;;;;86.0;;;
Попова Кира Марковна;5176_613909;Санкт-Петербург;;;;755.0;;;
Некрасова Наталья Витальевна;8791_487338;Ростов-на-Дону;Самара;2013-03-02T14:53;2013-03-03T12:31;656.0;;;5400038362508808_
Родионов Эльдар Вадимович;1777_439038;Краснодар;;;;;;745.0;5400006308567134_
Миронова Роза Артуровна;2606_919906;Воронеж;;;;;;5684.0;5469620200147475_
Гаврилова София Игнатьевна;0557_056135;Рязань;;;;;;1037.0;5400241027733715_
Семенов Павел Вячеславович;1803_017304;;;;2036-11-04T04:15;170.0;31_4;1575.0;4100788342816783_
Котов Илья Климович;8624_144838;;;2020-03-17T07:36;2020-03-17T13:00;31.0;10_31;519.0;5400825642161526_
Яшина Наталья Петровна;2632_920773;Москва;Рязань;2034-11-08T19:00;2034-11-09T01:30;373.0;;;
Смирнова Василиса Давидовна;7330_963924;Санкт-Петербург;Ростов-на-Дону;2042-01-00T00:10;;;;;
Андреев Денис Артурович;5673_289788;Москва;Тула;2013-01-04T11:30;;;;;
Самойлова Галина Алексеевна;3932_306008;Ростов-на-Дону;Новороссийск;2024-01-30T03:25;;;;752.0;5500662248030071_
Комарова Элла Петровна;6455_172852;Рузаевка;Москва;2025-11-30T21:12;2025-12-01T08:36;366.0;2_54;671.0;4100540260462243_
Гаврилов Адам Алексеевич;1501_589653;Шаля;Екатеринбург;2018-05-29T18:34;2018-05-29T20:36;635.0;1_9;503.0;5486354003610466_
Мишин Анатолий Лаврентьевич;1313_939505;Ростов-на-Дону;Ейск;2018-01-17T12:27;2018-01-18T00:05;541.0;4_1;3180.0;5400817722572877_
Ефимова Пелагея Аполлоновна;9859_910503;Самара;Керчь;2014-01-04T23:41;2014-01-06T11:45;493.0;10_19;889.0;2207318587114408_
Колесников Роберт Адамович;0952_761600;Саранск;Москва;2026-04-20T15:30;2026-04-21T08:36;366.0;9_66;561.0;5334180238551422_
Кравцов Ефим Ростиславович;1179_934619;Калуга;Жуковка;2017-02-15T21:06;2017-02-16T00:08;139.0;2_31;545.0;5486414112530844_
Соколова Капитолина Кристоферовна;0741_138202;Волгоград;Адлер;2024-01-19T02:50;2024-01-20T01:35;485.0;3_1;5741.0;2202461036351537_
Моисеев Авраам Архипович;2018_665629;Москва;Санкт-Петербург;2015-05-17T23:15;2015-05-18T02:55;764.0;1_3;720.0;4817334301637572_
Яковлева Дария Альбертовна;2579_732478;Москва;Рузаевка;2017-01-15T21:10;2017-01-16T06:10;93.0;12_68;532.0;4817833417628630_
Белов Назар Леонидович;;;Сочи;2042-07-10T05:15;2042-07-10T17:15;275.0;5_5;536.0;5486188123462318_
Фролова Алевтина Максимовна;;;;2038-04-13T10:35;2038-04-13T19:00;215.0;6_37;535.0;5469430058232155_
Седов Артур Андреевич;;;;2053-01-06T01:33;2053-01-06T22:55;671.0;20_30;730.0;4817834703326242_
Пономарев Глеб Игнатьевич;;;Ростов-на-Дону;2023-11-01T10:15;2023-11-02T08:03;484.0;2_59;827.0;4300301063865453_
Сорокин Клим Дмитриевич;7555_495603;Рузаевка;Рязань;2020-05-13T01:02;2020-05-13T05:18;34.0;15_21;546.0;2200131741801301_
Иванова Элла Филипповна;7605_601835;Омск;Волгоград;;;553.0;1_21;683.0;2204376424485812_
Карпов Герман Сергеевич;1086_409827;Петрозаводск;Выборг;;;718.0;1_4;611.0;5334220702006185_
Попов Степан Андреевич;8134_286005;Красноярск;Иркутск;2056-04-25T09:51;2056-04-26T00:17;75.0;1_14;525.0;5100040486311353_
Карпова Роза Тимуровна;1723_284774;;;2016-09-27T22:33;2016-09-28T00:04;719.0;1_13;550.0;2202667766752588_
Назарова Кристина Геннадиевна;0510_555833;;;2018-04-23T06:45;2018-04-23T09:15;688.0;21_4;578.0;5486877085063342_
Романова Лидия Платоновна;4695_515069;Уфа;Челябинск;2064-04-20T20:30;2064-04-21T07:21;566.0;17_1;812.0;5469754518717127_
;;Саратов;Волгоград;2048-11-18T22:21;2048-11-19T06:38;327.0;17_7;738.0;5334181622366056_
;;Казань;Екатеринбург;2038-01-18T04:19;2038-01-18T15:08;135.0;9_53;538.0;4100705324075115_
Ершов Алексей Аполлонович;8194_402005;Симферополь;Волгоград;2060-11-13T13:20;2060-11-14T20:48;232.0;7_11;613.0;5486848856052384_
Лазарев Прокофий Прохорович;5306_869943;Рязань;Саранск;2024-06-04T00:41;2024-06-04T10:03;;;;5100712137637263_
Соколовский Иван Игоревич;9960_377335;Туапсе;Воронеж;2035-10-15T13:04;2035-10-16T06:40;;;;2207682426486053_
;;;Воронеж;;;;;;
;;;Симферополь;;;;;;
;;;Москва;;;;;;
Антонов Вячеслав Елистратович;0139_609225;Крымская;Ростов-на-Дону;2027-09-27T18:12;2027-09-28T04:36;;;;2204522276556841_
Шмелёва Аглая Марковна;7786_700357;Рязань;Воронеж;2029-10-13T02:41;2029-10-13T07:52;239.0;10_25;518.0;5500683776567833_
Емельянов Захар Владленович;5680_609178;Краснодар;Ростов-на-Дону;2037-11-23T22:50;2037-11-24T05:10;130.0;5_1;1959.0;5200040714408342_
Ромашкина Роза Степановна;1751_175094;Москва;Керчь;2030-09-24T05:03;2030-09-25T01:36;371.0;6_29;561.0;2200786832783374_
Киселев Александр Кириллович;6852_006962;Владимир;Ковров;2014-06-18T12:01;2014-06-18T13:02;773.0;1_27;554.0;2200608064277034_
Никитина Ника Владленовна;;;Екатеринбург;2023-10-13T03:45;2023-10-13T15:10;354.0;22_3;856.0;4000052782804471_
Коновалова Диана Викторовна;;;Курск;2014-08-13T22:30;2014-08-14T04:30;73.0;20_16;680.0;5334668340821014_
Яковлев Эрнест Наумович;;;Туапсе;2016-07-02T16:15;;;;1138.0;5100856818554002_
Леонова София Евграфовна;;;Санкт-Петербург;2013-02-07T06:57;;;;535.0;4276170765324672_
Карпов Семён Кириллович;7316_188530;Иркутск;Екатеринбург;2093-10-31T12:00;;;;689.0;5486140657110560_
Колесников Денис Серафимович;8685_955925;Волгоград;Челябинск;2018-03-28T09:54;2018-03-29T16:46;182.0;28_10;;
Ершова Аделина Дмитриевна;3569_651800;Саратов;Ростов-на-Дону;2013-06-28T20:06;2013-06-29T12:40;551.0;29_3;;
Захаров Сергей Ильич;;;Ростов-на-Дону;2024-12-17T13:24;2024-12-17T23:36;563.0;15_5;806.0;5400653324421675_
Баранов Сергей Германович;;;Новороссийск;2050-08-11T09:48;2050-08-11T20:00;563.0;2_44;653.0;4300480111245833_
Фёдорова Дарья Николаевна;;;Москва;2059-05-03T08:58;2059-05-03T19:35;96.0;16_20;614.0;5486666882688667_
Харитонова Роза Данииловна;;;Адлер;2033-03-12T07:30;2033-03-12T17:55;539.0;6_19;543.0;2202752452525513_
Денисов Эрнест Станиславович;5123_965052;Ташкент;Барнаул;2038-04-04T18:00;2038-04-08T02:52;332.0;10_8;791.0;5469285410740051_
Яковлев Давид Дмитриевич;9779_609737;Самара;Томск;2055-02-10T15:22;2055-02-12T23:58;652.0;11_67;703.0;5486862687835640_
Киселёва Жанна Архиповна;5357_263764;Ртищево;Санкт-Петербург;2028-11-12T03:00;2028-11-13T01:40;89.0;23_6;1180.0;4276227170167682_
Ситников Наум Наумович;4738_847863;Чудово;Санкт-Петербург;2013-06-02T15:46;2013-06-02T16:47;776.0;9_59;536.0;5469763267205235_
Якушева Яна Романовна;7709_012052;Краснодар;Адлер;2038-11-26T07:50;2038-11-26T17:30;543.0;1_56;645.0;5100743811751652_
Васильева Аделина Ивановна;5339_799886;Владимир;Москва;2020-12-27T00:18;2020-12-27T04:34;398.0;5_1;1483.0;5100828282101517_
Степанов Еремей Владленович;3382_292897;Краснодар;Кисловодск;2025-11-10T17:53;2025-11-11T14:56;49.0;2_51;815.0;2204066020072841_
Лебедева Ульяна Робертовна;1201_812284;Краснодар;Санкт-Петербург;;;244.0;18_4;845.0;2200576611724775_
Белов Эльдар Аркадьевич;3704_625205;Старый Оскол;Москва;;;658.0;1_47;756.0;4100576487311700_
Романов Фёдор Емельянович;2097_082219;Рязань;Рузаевка;;;93.0;27_10;680.0;2200585246007315_
Козлов Давид Тигранович;6890_899355;Сухум;Воронеж;;;314.0;16_34;806.0;4100467167701653_
Белова Ксения Прохоровна;3204_244768;Воронеж;Ростов-на-Дону;2035-09-02T21:10;2035-09-03T03:30;561.0;34_4;697.0;4567673828176653_
Карпова Екатерина Федоровна;6870_570498;Самара;Адлер;2017-06-26T09:08;2017-06-27T15:59;341.0;5_20;629.0;5334004401510537_
Соколова Карина Ефимовна;5037_518168;Джанкой;Ростов-на-Дону;2050-09-18T03:08;2050-09-18T20:44;154.0;30_11;1006.0;5486044173405651_
Гусев Евграф Эльдарович;4382_205924;Котлас;Микунь;2028-10-25T12:16;2028-10-25T20:40;97.0;14_34;590.0;4300547828045663_
Ефремова Дарья Альбертовна;9083_067283;Череповец;Санкт-Петербург;2018-05-09T12:00;2018-05-09T20:06;752.0;1_37;937.0;5500281260648561_
Краснов Филипп Альбертович;1596_127715;Туапсе;Санкт-Петербург;2035-09-10T11:35;2035-09-12T02:15;468.0;2_14;569.0;5500621074884503_
Поляков Антон Артурович;5542_576973;Тверь;Санкт-Петербург;2024-08-29T08:30;2024-08-29T14:30;252.0;1_5;510.0;5469387183265811_
;;Москва;Ростов-на-Дону;2036-10-30T23:30;2036-10-31T16:18;535.0;21_1;1054.0;5469370484106461_
;;;Анапа;2058-08-04T00:39;2058-08-07T13:33;441.0;27_8;3301.0;4567183434454026_
;;;Санкт-Петербург;2031-01-02T00:09;2031-01-02T08:10;48.0;4_26;524.0;5200007602603606_
;;;Анапа;2046-10-06T08:50;2046-10-07T23:30;499.0;2_10;569.0;5469507354183545_
Сергеева Вероника Романовна;7441_267413;Волгоград;Ростов-на-Дону;2038-07-08T12:38;2038-07-08T22:55;673.0;3_1;2869.0;4817828308780357_
Белова Виталина Наумовна;6188_886576;;;2019-04-06T07:37;2019-04-06T09:59;195.0;2_41;535.0;5500668085161665_
Сидорова Ника Наумовна;1887_259318;;;2049-11-16T16:29;2049-11-18T00:20;454.0;2_26;977.0;5469562204053116_
Егорова Ольга Еремеевна;9856_986329;;;2045-04-13T09:11;2045-04-13T23:35;582.0;22_24;655.0;4100811367801060_
Суханов Герман Игнатьевич;4531_240313;;;2024-06-27T05:15;2024-06-28T04:00;302.0;34_5;1250.0;4567658123234874_
Иванова Ульяна Макаровна;;;;;2013-02-08T12:33;715.0;9_39;527.0;4276884388316231_
Романов Герман Константинович;;;;;2018-07-05T18:43;660.0;4_41;;
Бурова Глафира Тарасовна;;;;;2037-03-11T20:48;31.0;16_4;;
Волкова Ясмина Максимовна;6418_049912;;;2031-11-16T00:28;2031-11-16T05:16;257.0;6_31;514.0;5334338478840001_
Ромашкина Октябрина Филипповна;1569_904797;Канаш;Казань;2014-02-06T17:33;2014-02-06T19:19;743.0;3_5;558.0;4100623850658372_
Маслов Елистрат Денисович;6975_444299;Москва;Челябинск;;;;27_4;1596.0;4300728538268147_
Шилов Тимофей Ростиславович;6496_101962;;;;;;25_1;764.0;4817700422251818_
Логинов Фёдор Альбертович;1112_874314;;;;;;8_19;518.0;2202158137131386_
;;;;2043-03-05T23:37;2043-03-07T18:55;470.0;1_11;577.0;2204207432383610_
;;;;2020-08-20T14:03;2020-08-20T17:06;639.0;20_32;532.0;2202467317340737_
;;;;2027-06-26T04:54;2027-06-26T15:18;22.0;5_32;543.0;2204146123142300_
;;;;2015-07-16T17:15;2015-07-17T01:40;146.0;16_23;;
Гуляева Капитолина Данииловна;1860_128626;;;2015-02-10T14:00;2015-02-10T18:48;203.0;1_6;;
Григорьева Надежда Давидовна;0316_233663;Уфа;Екатеринбург;2044-06-30T17:00;2044-07-01T01:30;218.0;23_5;;
Филиппов Дамир Денисович;2342_945598;Санкт-Петербург;Псков;2015-10-05T16:30;2015-10-05T19:33;727.0;6_19;;
