Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта;cluster
Герасимов Дамир Пантелеевич;2695_275242;Омск;Екатеринбург;2103-02-20T08:45;2103-02-20T22:30;533.0;2_9;524.0;5200876446433542_;8.0
Емельянов Ярослав Елисеевич;6174_974652;Зеленый Дол;Владимир;2014-11-26T01:09;2014-11-26T08:21;24.0;1_23;608.0;4100433466607326_;3.0
Ершова Октябрина Викторовна;8352_352240;Рязань;Саранск;2025-09-09T00:41;2025-09-09T10:03;601.0;28_4;809.0;2200230887660176_;10.0
Быкова Инна Игнатьевна;5582_461089;Туркестан;Ташкент;2029-07-14T22:24;2029-07-15T13:00;375.0;21_36;657.0;5486842325083225_;2.0
Белов Ярослав Дамирович;2857_776288;Екатеринбург;Москва;2026-10-13T06:43;2026-10-13T15:20;84.0;9_9;593.0;5334645674678231_;3.0
Астафьев Клим Прокофьевич;4243_042185;Волгоград;Ростов-на-Дону;2030-04-29T07:20;2030-04-29T14:20;138.0;6_32;521.0;2200583333233812_;5.0
Лобанова Эмилия Владимировна;4480_515409;Санкт-Петербург;Мурманск;2064-02-20T16:59;2064-02-21T15:21;226.0;5_53;580.0;5486626480748622_;1.0
Щербакова Анна Марковна;1923_123177;Ростов-на-Дону;Москва;2026-11-09T20:21;2026-11-10T10:45;466.0;2_34;716.0;5500250877636471_;10.0
Куликов Вадим Захарович;2866_740377;Ростов-на-Дону;Керчь;2042-04-27T03:34;2042-04-27T12:55;667.0;21_6;791.0;2202521758070573_;9.0
Козлова Ксения Оскаровна;3735_759293;Краснодар;Адлер;2038-12-27T07:50;2038-12-27T17:30;543.0;33_5;801.0;5486626050634416_;10.0
Кузьмин Сергей Петрович;6973_679588;Воронеж;Новороссийск;2019-06-29T22:02;2019-06-30T16:05;497.0;7_51;575.0;5486226062300153_;9.0
Якушева Жанна Эльдаровна;6128_278001;Москва (Курский);Санкт-Петербург;2027-03-14T08:17;2027-03-14T14:34;36.0;5_1;1947.0;4300834451723474_;3.0
Родионов Антон Аполлонович;3879_994885;Екатеринбург;Ростов-на-Дону;2079-06-21T11:18;2079-06-23T06:36;319.0;6_27;629.0;4817501080373761_;2.0
Ромашкина Юнона Сергеевна;6545_317321;Каменск-Уральский;Челябинск;2014-07-02T18:31;2014-07-02T20:02;769.0;1_38;581.0;5469848214631413_;6.0
Петрова Татьяна Григорьевна;3295_344846;Новосибирск;Барнаул;2016-01-20T10:30;2016-01-20T14:34;617.0;5_1;1436.0;5200263517618538_;1.0
Афанасьев Архип Анатольевич;8536_105711;Москва;Ростов-на-Дону;2050-07-17T01:45;2050-07-17T14:30;525.0;3_55;538.0;5469510212188242_;8.0
Ефимов Геннадий Тимурович;5842_118100;Саратов;Уфа;2024-05-02T18:30;2024-05-03T12:10;194.0;4_39;553.0;5500735788613201_;4.0
Сидорова Евгения Альбертовна;7385_968600;Санкт-Петербург;Челябинск;2030-02-02T10:30;2030-02-04T10:30;663.0;31_18;1882.0;5486473005714265_;4.0
Седов Тигран Казимирович;8299_571551;Нижний Новгород;Ковров;2013-06-11T15:00;2013-06-11T18:02;52.0;18_9;532.0;2200028225174857_;3.0
Семенов Мирон Власович;8371_634730;Екатеринбург;Иркутск;2100-06-08T18:00;2020-08-08T14:45;468.0;4_1;1927.0;4276423003205626_;5.0
Мишин Василий Романович;4550_341710;Воронеж;Москва;2033-12-13T12:50;2020-08-08T14:45;468.0;4_1;670.0;5400821788532327_;10.0
Емельянова Эвелина Эльдаровна;2918_361950;Москва;Прохладная;2013-08-16T23:20;2020-08-08T14:45;468.0;4_1;1252.0;4100425744502826_;1.0
Котова Ульяна Владиславовна;5513_802623;Керчь;Симферополь;2029-03-15T09:24;2029-03-15T19:00;315.0;28_15;788.0;2204577610032411_;1.0
Карпов Наум Вячеславович;3557_235444;Санкт-Петербург;Москва;2032-05-19T08:43;2032-05-19T21:56;225.0;4_1;3545.0;5400682827330467_;3.0
Филиппов Прохор Еремеевич;7340_215393;Москва (Курский);Рязань;2031-01-16T22:05;2031-01-17T03:55;90.0;1_15;510.0;4100206011481506_;5.0
Кондратьева Ирина Захаровна;2741_401788;Сочи;Самара;2039-02-06T06:05;2039-02-07T08:35;486.0;15_1;786.0;4567443248708620_;10.0
Новиков Юрий Кристоферович;8410_136526;Иркутск;Нижний Новгород;2074-09-24T14:16;2074-09-29T04:56;340.0;24_1;3687.0;4300165448765837_;3.0
Мельников Егор Юрьевич;9681_422423;Приобье;Ивдель;2016-11-07T19:55;2016-11-08T03:55;614.0;4_2;533.0;4817742803548380_;7.0
Попова Доминика Кузьминична;8453_934504;Симферополь;Воронеж;2015-09-22T04:15;2015-09-23T05:55;280.0;27_3;1270.0;5486250761343410_;5.0
Волкова Регина Федоровна;6439_627763;Уфа;Волгоград;2031-09-03T23:50;2031-09-05T04:50;451.0;5_22;587.0;5469818448454714_;9.0
Семенов Фёдор Кириллович;8551_474819;Ярославль;Вологда;2051-11-01T12:35;2051-11-01T21:15;478.0;3_37;536.0;4000664178064200_;8.0
Соколова Татьяна Вячеславовна;8031_077458;Астрахань;Волгоград;2029-12-07T13:20;2029-12-08T01:35;392.0;17_17;632.0;5486344817673425_;10.0
Яковлев Марк Григорьевич;2609_010233;Воронеж;Ростов-на-Дону;2014-12-20T04:23;2014-12-20T10:12;171.0;2_36;587.0;2207607632673668_;5.0
Котова Юлия Сергеевна;1430_943995;Ростов-на-Дону;Сочи;2058-05-01T10:25;2058-05-01T18:00;485.0;28_10;718.0;5100614264543054_;10.0
Баранов Даниил Дамирович;4408_700885;Москва (Восточный);Санкт-Петербург;2050-06-19T21:45;2050-06-20T04:36;78.0;26_2;713.0;4300707885260367_;3.0
Иванова Вера Ростиславовна;1850_033991;Москва;Сочи;2014-08-29T19:06;2014-08-30T23:54;229.0;5_53;620.0;4567336443147604_;4.0
Мишин Дмитрий Романович;6529_964590;Нижний Новгород;Санкт-Петербург;2027-11-09T08:45;2027-11-10T09:45;756.0;6_38;1475.0;2202467476156402_;2.0
Орлов Сергей Иванович;7940_987672;Керчь;Ростов-на-Дону;2033-08-06T02:14;2033-08-06T13:03;494.0;28_11;824.0;5486155365282334_;10.0
Назаров Фёдор Фёдорович;7237_327993;Вологда;Адлер;2028-09-08T00:20;2028-09-09T18:00;281.0;21_3;1800.0;5486438356732716_;5.0
Комаров Роман Архипович;0598_949283;Уфа;Ростов-на-Дону;2034-01-13T05:47;2034-01-14T22:55;673.0;3_1;9977.0;2202653722276134_;3.0
Смирнова Валерия Наумовна;0742_876394;Москва;Ростов-на-Дону;2025-08-20T03:20;2025-08-20T22:35;279.0;5_1;4935.0;4276534770382605_;3.0
Харитонова Ирина Тимофеевна;4507_969969;Москва;Мичуринск;2032-01-26T08:00;2032-01-26T17:36;207.0;17_5;603.0;5469181154475211_;4.0
Козлова Антонина Евгеньевна;7225_789155;Ростов-на-Дону;Санкт-Петербург;2021-09-12T20:44;2021-09-13T14:20;154.0;12_3;563.0;5500285233437816_;5.0
Яковлева Эвелина Елистратовна;4636_898301;Пермь;Новосибирск;2062-07-24T09:41;2062-07-26T19:25;75.0;15_16;2232.0;4817318774450054_;3.0
Некрасова Юнона Никитична;9220_960101;Армавир;Кисловодск;2048-03-18T00:54;2048-03-18T14:56;49.0;14_36;651.0;4567610487277463_;3.0
Миронов Клим Евграфович;9948_013030;Пермь;Екатеринбург;2028-10-02T13:40;2028-10-02T18:40;45.0;28_9;650.0;5334241714212463_;3.0
Шмелёва Раиса Кристоферовна;7686_820643;Калуга;Москва;2018-12-08T01:23;2018-12-08T03:09;140.0;3_1;907.0;5486633040000855_;5.0
Гусев Платон Эмильевич;8241_856745;Москва (Восточный);Астрахань;2035-08-17T06:57;2035-08-18T04:11;71.0;28_2;1200.0;4300870475200657_;3.0
Журавлев Елисей Алексеевич;7921_013613;Самара;Саратов;2047-12-03T18:40;2047-12-04T06:55;312.0;1_41;683.0;4100831831101112_;1.0
Денисов Кристофер Эльдарович;6624_508312;Казань;Санкт-Петербург;2016-04-03T07:15;2016-04-04T11:19;134.0;8_17;617.0;2200414687218714_;5.0
Зимина Елена Эрнестовна;7003_406965;Уфа;Челябинск;2014-11-20T14:20;2014-11-21T01:21;530.0;8_41;546.0;2202311406432332_;8.0
Самойлов Антон Иванович;9847_088174;Самара;Саратов;2077-07-25T18:40;2077-07-26T06:55;312.0;8_24;551.0;4567871362300503_;2.0
Кузнецов Савелий Емельянович;1911_965843;Староминская;Батайск;2013-05-23T21:36;2013-05-23T22:57;772.0;5_3;564.0;2207703727722401_;6.0
Смирнов Глеб Германович;0530_541416;Каунас;Калининград;2013-01-00T12:00;2020-08-08T14:45;379.0;22_5;638.0;5100377622245234_;10.0
Шмелёва Эвелина Альбертовна;1646_958906;Ростов-на-Дону;Москва;2013-01-00T12:00;2020-08-08T14:45;480.0;26_8;1140.0;2207310837241773_;1.0
Яшина Глафира Ярославовна;3160_914230;Архангельск;Ярославль;2013-01-00T12:00;2020-08-08T14:45;390.0;2_64;812.0;2207572282454724_;1.0
Яковлев Семён Семёнович;1665_317460;Тула;Москва;2013-01-00T12:00;2020-08-08T14:45;762.0;15_2;573.0;4000370616614886_;6.0
Гаврилов Матвей Лаврентьевич;9982_026802;Саратов;Краснодар;2023-05-28T08:14;2023-05-29T05:28;697.0;5_1;563.0;5500453555244843_;7.0
Кондратьева Арина Анатольевна;5105_360162;Воронеж;Москва;2023-12-11T06:24;2023-12-11T12:25;248.0;27_10;673.0;2204234371173143_;4.0
Кузнецова Алина Аполлоновна;4948_812012;Рязань;Москва;2015-01-25T07:55;2015-01-25T12:45;100.0;3_1;1613.0;4100013281686034_;3.0
Зимина Полина Тарасовна;7515_891397;Сочи;Тюмень;2043-08-16T04:40;2043-08-18T19:10;540.0;15_9;2375.0;5486460778504650_;5.0
Елисеева Милана Давидовна;5840_513420;Анапа;Краснодар;2095-01-28T11:15;2095-01-29T01:24;442.0;1_5;525.0;5100658616583662_;9.0
Яшина Наталья Эмильевна;9073_886797;Вологда;Тихвин;2025-06-04T17:35;2025-06-05T02:57;310.0;5_25;539.0;4276178828083401_;2.0
Петров Ярослав Ефимович;4056_366849;Воронеж;Ростов-на-Дону;2024-08-31T17:38;2024-09-01T00:49;35.0;1_6;607.0;5500053016883082_;3.0
Филиппов Давид Владленович;3941_421775;Туапсе;Лиски;2020-12-29T21:12;2020-12-30T06:24;162.0;31_5;787.0;5500725616774625_;5.0
Егоров Кристофер Геннадьевич;6979_706012;Воронеж;Симферополь;2018-12-23T04:23;2018-12-23T21:50;468.0;4_1;536.0;2202285665630023_;8.0
Николаев Иван Андреевич;9031_841803;Новосибирск;Москва;2054-06-05T20:00;2054-06-06T21:00;468.0;4_1;536.0;4000166366422826_;8.0
Михайлов Иван Андреевич;6478_699558;Москва;Санкт-Петербург;2031-12-01T14:55;2031-12-01T23:15;468.0;4_1;536.0;2200603552001717_;8.0
Жукова Полина Тимуровна;0848_622579;Ростов-на-Дону;Саратов;2059-10-09T02:11;2059-10-09T17:37;182.0;14_2;666.0;5200536172884365_;5.0
Романова Фаина Данииловна;6102_490197;Москва;Рязань;2024-05-21T09:00;2024-05-21T14:00;297.0;5_4;521.0;5334773357615153_;2.0
Жданова Анастасия Елисеевна;3153_811016;Москва (Ярославский);Киров;2076-01-26T02:38;2076-01-27T04:24;81.0;3_1;6436.0;5400183446873757_;3.0
Котова Татьяна Сергеевна;1138_352028;Краснодар;Новороссийск;2068-05-10T17:35;2068-05-11T04:36;531.0;5_14;546.0;4817143342832753_;8.0
Маслова Ольга Дамировна;5545_090546;Нижний Новгород;Санкт-Петербург;2019-06-11T08:45;2019-06-12T09:45;468.0;4_1;536.0;5100577006856322_;8.0
Козлов Глеб Андреевич;5047_999129;Самара;Ростов-на-Дону;2079-05-30T00:15;2079-05-30T21:05;468.0;4_1;536.0;4100421408832441_;8.0
Жукова Анастасия Арсеньевна;5727_543839;Владимир;Москва;2028-06-02T00:18;2028-06-02T04:34;468.0;4_1;536.0;4300554085400485_;8.0
Котова Пелагея Богдановна;4055_832337;Ростов-на-Дону;Волгоград;2046-03-15T14:22;2046-03-15T23:33;410.0;28_2;775.0;4000246272507625_;2.0
Савельев Станислав Владиславович;2112_840834;Дзержинск;Ковров;2013-09-04T17:16;2013-09-04T18:17;714.0;5_51;527.0;2204244383540407_;6.0
Соколова Элина Ярославовна;7183_213198;Воронеж;Ростов-на-Дону;2022-11-23T23:46;2022-11-24T04:34;227.0;1_4;572.0;5469332770047214_;1.0
Колесникова Евгения Арсеньевна;3140_385963;Рузаевка;Москва;2014-05-18T01:56;2014-05-18T11:18;602.0;2_8;516.0;5469805822637614_;7.0
Макарова Фёкла Викторовна;9842_375211;Тольятти;Самара;2017-03-10T06:34;2017-03-10T09:35;11.0;15_33;532.0;2207073202803041_;3.0
Зайцева Вера Львовна;9642_800562;Ростов-на-Дону;Москва;2021-08-01T11:18;2021-08-01T23:20;172.0;2_41;680.0;4276634026166332_;5.0
Орлов Денис Богданович;9975_291139;Волгоград;Саратов;2040-04-02T12:54;2040-04-02T21:07;520.0;5_53;534.0;4300166538248542_;8.0
Виноградова Дина Аркадьевна;5264_028816;Рязань;Адлер;2017-10-12T13:06;2017-10-13T07:30;263.0;30_8;1074.0;5469275741477053_;5.0
Белов Прохор Наумович;4535_007255;Воронеж;Ейск;2015-01-25T06:38;2015-01-26T00:05;541.0;4_67;562.0;5400576184277212_;8.0
Соколова Роза Платоновна;0635_142570;Пенза;Арзамас;2022-05-19T16:10;2022-05-20T02:10;502.0;25_2;830.0;5486204838527030_;10.0
Якушева Светлана Ефимовна;5542_222110;Тюмень;Казань;2021-03-31T19:13;2021-04-01T17:39;403.0;13_12;742.0;5486121645473258_;2.0
Новикова Дина Максимовна;8469_987714;Ростов-на-Дону;Анапа;2041-03-30T00:36;2041-03-30T21:00;597.0;1_14;536.0;2204200168453171_;7.0
Николаев Давид Пантелеевич;4275_297524;Иваново;Москва;2013-08-12T15:15;2013-08-12T18:18;726.0;7_32;582.0;4817422270824176_;6.0
Афанасьев Серафим Фёдорович;5489_624702;Воронеж;Рязань;2034-05-23T08:42;2034-05-23T14:31;516.0;1_4;510.0;5100303084701406_;8.0
